Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan
Karyawan 3496;1000003496;Laki-laki;Bogor;Marketing;Manager
Karyawan 3497;1000003497;Perempuan;Bogor;Finance;Staff
Karyawan 3498;1000003498;Laki-laki;Depok;Finance;Staff
Karyawan 3499;1000003499;Perempuan;Depok;Marketing;Supervisor
Karyawan 3500;1000003500;Laki-laki;Bekasi;HR;Manager
Karyawan 3501;1000003501;Laki-laki;Depok;HR;Supervisor
Karyawan 3502;1000003502;Laki-laki;Bekasi;IT;Senior Manager
Karyawan 3503;1000003503;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 3504;1000003504;Laki-laki;Tangerang;Finance;Senior Manager
Karyawan 3505;1000003505;Perempuan;Jakarta;Finance;Director
Karyawan 3506;1000003506;Laki-laki;Bogor;Marketing;Manager
Karyawan 3507;1000003507;Perempuan;Tangerang;Finance;Supervisor
Karyawan 3508;1000003508;Laki-laki;Depok;HR;Supervisor
Karyawan 3509;1000003509;Laki-laki;Bogor;Marketing;Director
Karyawan 3510;1000003510;Perempuan;Depok;Operations;Director
Karyawan 3511;1000003511;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 3512;1000003512;Perempuan;Depok;IT;Director
Karyawan 3513;1000003513;Laki-laki;Bekasi;Marketing;Supervisor
Karyawan 3514;1000003514;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 3515;1000003515;Perempuan;Tangerang;Marketing;Director
Karyawan 3516;1000003516;Perempuan;Bekasi;IT;Supervisor
Karyawan 3517;1000003517;Laki-laki;Jakarta;Finance;Director
Karyawan 3518;1000003518;Laki-laki;Tangerang;Finance;Staff
Karyawan 3519;1000003519;Laki-laki;Jakarta;Finance;Staff
Karyawan 3520;1000003520;Perempuan;Jakarta;HR;Manager
Karyawan 3521;1000003521;Laki-laki;Bekasi;HR;Director
Karyawan 3522;1000003522;Perempuan;Tangerang;HR;Supervisor
Karyawan 3523;1000003523;Perempuan;Depok;IT;Supervisor
Karyawan 3524;1000003524;Laki-laki;Bogor;Finance;Manager
Karyawan 3525;1000003525;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 3526;1000003526;Perempuan;Jakarta;Marketing;Staff
Karyawan 3527;1000003527;Perempuan;Bekasi;Marketing;Supervisor
Karyawan 3528;1000003528;Perempuan;Bogor;IT;Senior Manager
Karyawan 3529;1000003529;Perempuan;Depok;Finance;Director
Karyawan 3530;1000003530;Perempuan;Bogor;Finance;Manager
Karyawan 3531;1000003531;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 3532;1000003532;Laki-laki;Bogor;HR;Manager
Karyawan 3533;1000003533;Perempuan;Tangerang;IT;Supervisor
Karyawan 3534;1000003534;Laki-laki;Bekasi;Marketing;Staff
Karyawan 3535;1000003535;Laki-laki;Depok;Marketing;Director
Karyawan 3536;1000003536;Laki-laki;Depok;IT;Director
Karyawan 3537;1000003537;Perempuan;Depok;Marketing;Staff
Karyawan 3538;1000003538;Laki-laki;Tangerang;IT;Manager
Karyawan 3539;1000003539;Perempuan;Bogor;Operations;Manager
Karyawan 3540;1000003540;Laki-laki;Bogor;Operations;Director
Karyawan 3541;1000003541;Laki-laki;Tangerang;IT;Senior Manager
Karyawan 3542;1000003542;Perempuan;Bogor;Operations;Senior Manager
Karyawan 3543;1000003543;Perempuan;Bogor;Marketing;Director
Karyawan 3544;1000003544;Laki-laki;Bekasi;IT;Director
Karyawan 3545;1000003545;Laki-laki;Bekasi;IT;Senior Manager
Karyawan 3546;1000003546;Laki-laki;Tangerang;HR;Director
Karyawan 3547;1000003547;Laki-laki;Bogor;Marketing;Staff
Karyawan 3548;1000003548;Laki-laki;Depok;Operations;Senior Manager
Karyawan 3549;1000003549;Laki-laki;Tangerang;IT;Manager
Karyawan 3550;1000003550;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 3551;1000003551;Laki-laki;Bogor;Finance;Supervisor
Karyawan 3552;1000003552;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 3553;1000003553;Laki-laki;Bogor;Operations;Senior Manager
Karyawan 3554;1000003554;Perempuan;Bekasi;Operations;Manager
Karyawan 3555;1000003555;Laki-laki;Bekasi;HR;Manager
Karyawan 3556;1000003556;Perempuan;Bekasi;Operations;Staff
Karyawan 3557;1000003557;Perempuan;Tangerang;HR;Director
Karyawan 3558;1000003558;Perempuan;Depok;Operations;Manager
Karyawan 3559;1000003559;Laki-laki;Tangerang;Finance;Staff
Karyawan 3560;1000003560;Perempuan;Depok;IT;Director
Karyawan 3561;1000003561;Perempuan;Bogor;Finance;Senior Manager
Karyawan 3562;1000003562;Perempuan;Tangerang;Operations;Senior Manager
Karyawan 3563;1000003563;Laki-laki;Tangerang;Marketing;Director
Karyawan 3564;1000003564;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 3565;1000003565;Perempuan;Tangerang;HR;Senior Manager
Karyawan 3566;1000003566;Perempuan;Depok;HR;Supervisor
Karyawan 3567;1000003567;Perempuan;Jakarta;Operations;Director
Karyawan 3568;1000003568;Laki-laki;Depok;IT;Staff
Karyawan 3569;1000003569;Perempuan;Tangerang;Operations;Staff
Karyawan 3570;1000003570;Laki-laki;Bekasi;IT;Manager
Karyawan 3571;1000003571;Perempuan;Bogor;Marketing;Manager
Karyawan 3572;1000003572;Laki-laki;Bekasi;IT;Director
Karyawan 3573;1000003573;Perempuan;Tangerang;Finance;Manager
Karyawan 3574;1000003574;Laki-laki;Bogor;Marketing;Director
Karyawan 3575;1000003575;Laki-laki;Bekasi;Finance;Staff
Karyawan 3576;1000003576;Perempuan;Tangerang;IT;Staff
Karyawan 3577;1000003577;Perempuan;Bogor;HR;Supervisor
Karyawan 3578;1000003578;Perempuan;Bekasi;Operations;Supervisor
Karyawan 3579;1000003579;Perempuan;Depok;IT;Manager
Karyawan 3580;1000003580;Laki-laki;Tangerang;Finance;Director
Karyawan 3581;1000003581;Laki-laki;Jakarta;HR;Supervisor
Karyawan 3582;1000003582;Perempuan;Jakarta;Finance;Director
Karyawan 3583;1000003583;Laki-laki;Bekasi;IT;Supervisor
Karyawan 3584;1000003584;Laki-laki;Bekasi;Operations;Director
Karyawan 3585;1000003585;Perempuan;Jakarta;Marketing;Staff
Karyawan 3586;1000003586;Perempuan;Bekasi;IT;Staff
Karyawan 3587;1000003587;Laki-laki;Bekasi;Operations;Manager
Karyawan 3588;1000003588;Laki-laki;Bogor;Operations;Director
Karyawan 3589;1000003589;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 3590;1000003590;Laki-laki;Bekasi;Operations;Director
Karyawan 3591;1000003591;Laki-laki;Jakarta;IT;Manager
Karyawan 3592;1000003592;Perempuan;Bekasi;Marketing;Senior Manager
Karyawan 3593;1000003593;Laki-laki;Bogor;IT;Senior Manager
Karyawan 3594;1000003594;Perempuan;Jakarta;HR;Senior Manager
Karyawan 3595;1000003595;Perempuan;Bogor;Operations;Supervisor
Karyawan 3596;1000003596;Perempuan;Bekasi;Marketing;Manager
Karyawan 3597;1000003597;Laki-laki;Depok;Operations;Manager
Karyawan 3598;1000003598;Perempuan;Bogor;Finance;Director
Karyawan 3599;1000003599;Perempuan;Tangerang;Marketing;Supervisor
Karyawan 3600;1000003600;Perempuan;Depok;Finance;Staff
Karyawan 3601;1000003601;Laki-laki;Bogor;Operations;Director
Karyawan 3602;1000003602;Laki-laki;Bogor;Finance;Supervisor
Karyawan 3603;1000003603;Laki-laki;Depok;IT;Supervisor
Karyawan 3604;1000003604;Laki-laki;Bekasi;HR;Staff
Karyawan 3605;1000003605;Perempuan;Depok;Operations;Manager
Karyawan 3606;1000003606;Laki-laki;Jakarta;IT;Manager
Karyawan 3607;1000003607;Laki-laki;Jakarta;HR;Senior Manager
Karyawan 3608;1000003608;Perempuan;Jakarta;Marketing;Staff
Karyawan 3609;1000003609;Perempuan;Bekasi;IT;Director
Karyawan 3610;1000003610;Laki-laki;Bekasi;Finance;Director
Karyawan 3611;1000003611;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 3612;1000003612;Perempuan;Tangerang;IT;Director
Karyawan 3613;1000003613;Laki-laki;Bogor;Finance;Director
Karyawan 3614;1000003614;Laki-laki;Tangerang;HR;Manager
Karyawan 3615;1000003615;Laki-laki;Bekasi;Finance;Supervisor
Karyawan 3616;1000003616;Laki-laki;Tangerang;Marketing;Manager
Karyawan 3617;1000003617;Perempuan;Depok;HR;Director
Karyawan 3618;1000003618;Perempuan;Bekasi;Marketing;Staff
Karyawan 3619;1000003619;Laki-laki;Bogor;Finance;Staff
Karyawan 3620;1000003620;Laki-laki;Jakarta;IT;Manager
Karyawan 3621;1000003621;Laki-laki;Jakarta;HR;Supervisor
Karyawan 3622;1000003622;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 3623;1000003623;Laki-laki;Tangerang;Finance;Director
Karyawan 3624;1000003624;Laki-laki;Jakarta;Marketing;Supervisor
Karyawan 3625;1000003625;Laki-laki;Jakarta;Operations;Manager
Karyawan 3626;1000003626;Perempuan;Tangerang;HR;Director
Karyawan 3627;1000003627;Laki-laki;Tangerang;Marketing;Manager
Karyawan 3628;1000003628;Perempuan;Jakarta;HR;Staff
Karyawan 3629;1000003629;Perempuan;Depok;IT;Staff
Karyawan 3630;1000003630;Laki-laki;Bogor;Operations;Manager
Karyawan 3631;1000003631;Laki-laki;Jakarta;HR;Manager
Karyawan 3632;1000003632;Laki-laki;Bekasi;HR;Supervisor
Karyawan 3633;1000003633;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 3634;1000003634;Laki-laki;Depok;IT;Director
Karyawan 3635;1000003635;Laki-laki;Bogor;Finance;Director
Karyawan 3636;1000003636;Laki-laki;Depok;Finance;Manager
Karyawan 3637;1000003637;Laki-laki;Jakarta;IT;Senior Manager
Karyawan 3638;1000003638;Perempuan;Bogor;Operations;Director
Karyawan 3639;1000003639;Laki-laki;Bekasi;Finance;Manager
Karyawan 3640;1000003640;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 3641;1000003641;Laki-laki;Bekasi;IT;Staff
Karyawan 3642;1000003642;Laki-laki;Jakarta;Finance;Staff
Karyawan 3643;1000003643;Laki-laki;Jakarta;Marketing;Manager
Karyawan 3644;1000003644;Laki-laki;Depok;Finance;Manager
Karyawan 3645;1000003645;Perempuan;Tangerang;IT;Senior Manager
Karyawan 3646;1000003646;Perempuan;Bekasi;IT;Director
Karyawan 3647;1000003647;Perempuan;Bekasi;Marketing;Staff
Karyawan 3648;1000003648;Perempuan;Jakarta;Operations;Senior Manager
Karyawan 3649;1000003649;Perempuan;Bekasi;HR;Staff
Karyawan 3650;1000003650;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 3651;1000003651;Laki-laki;Bogor;HR;Staff
Karyawan 3652;1000003652;Perempuan;Tangerang;Marketing;Supervisor
Karyawan 3653;1000003653;Laki-laki;Tangerang;IT;Manager
Karyawan 3654;1000003654;Laki-laki;Depok;HR;Senior Manager
Karyawan 3655;1000003655;Laki-laki;Bekasi;Finance;Director
Karyawan 3656;1000003656;Perempuan;Bogor;Marketing;Staff
Karyawan 3657;1000003657;Perempuan;Bekasi;Finance;Staff
Karyawan 3658;1000003658;Laki-laki;Jakarta;IT;Manager
Karyawan 3659;1000003659;Perempuan;Bekasi;Finance;Staff
Karyawan 3660;1000003660;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 3661;1000003661;Laki-laki;Bekasi;Finance;Director
Karyawan 3662;1000003662;Perempuan;Jakarta;HR;Manager
Karyawan 3663;1000003663;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 3664;1000003664;Perempuan;Jakarta;Operations;Director
Karyawan 3665;1000003665;Laki-laki;Bekasi;IT;Supervisor
Karyawan 3666;1000003666;Perempuan;Depok;Marketing;Director
Karyawan 3667;1000003667;Perempuan;Bekasi;Operations;Director
Karyawan 3668;1000003668;Laki-laki;Tangerang;Marketing;Senior Manager
Karyawan 3669;1000003669;Laki-laki;Tangerang;IT;Senior Manager
Karyawan 3670;1000003670;Perempuan;Depok;Finance;Senior Manager
Karyawan 3671;1000003671;Perempuan;Jakarta;Finance;Staff
Karyawan 3672;1000003672;Perempuan;Bogor;Operations;Director
Karyawan 3673;1000003673;Laki-laki;Jakarta;Finance;Manager
Karyawan 3674;1000003674;Perempuan;Bogor;Operations;Senior Manager
Karyawan 3675;1000003675;Laki-laki;Tangerang;Operations;Staff
Karyawan 3676;1000003676;Perempuan;Tangerang;Finance;Supervisor
Karyawan 3677;1000003677;Laki-laki;Bekasi;Finance;Director
Karyawan 3678;1000003678;Laki-laki;Depok;HR;Staff
Karyawan 3679;1000003679;Laki-laki;Bogor;Operations;Senior Manager
Karyawan 3680;1000003680;Perempuan;Depok;Operations;Manager
Karyawan 3681;1000003681;Perempuan;Bogor;Finance;Senior Manager
Karyawan 3682;1000003682;Perempuan;Jakarta;Finance;Staff
Karyawan 3683;1000003683;Laki-laki;Depok;Operations;Manager
Karyawan 3684;1000003684;Laki-laki;Tangerang;IT;Manager
Karyawan 3685;1000003685;Perempuan;Tangerang;Operations;Director
Karyawan 3686;1000003686;Perempuan;Depok;Marketing;Manager
Karyawan 3687;1000003687;Laki-laki;Tangerang;Operations;Staff
Karyawan 3688;1000003688;Perempuan;Jakarta;IT;Senior Manager
Karyawan 3689;1000003689;Perempuan;Bekasi;Operations;Staff
Karyawan 3690;1000003690;Laki-laki;Bekasi;HR;Staff
Karyawan 3691;1000003691;Laki-laki;Bogor;Operations;Supervisor
Karyawan 3692;1000003692;Perempuan;Bogor;HR;Manager
Karyawan 3693;1000003693;Perempuan;Bekasi;Finance;Manager
Karyawan 3694;1000003694;Laki-laki;Bogor;Finance;Manager
Karyawan 3695;1000003695;Laki-laki;Depok;Finance;Senior Manager
Karyawan 3696;1000003696;Laki-laki;Bogor;HR;Manager
Karyawan 3697;1000003697;Perempuan;Bogor;HR;Director
Karyawan 3698;1000003698;Laki-laki;Depok;Finance;Director
Karyawan 3699;1000003699;Perempuan;Bekasi;Marketing;Staff
Karyawan 3700;1000003700;Perempuan;Bogor;Operations;Manager
Karyawan 3701;1000003701;Laki-laki;Jakarta;Finance;Director
Karyawan 3702;1000003702;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 3703;1000003703;Perempuan;Depok;Marketing;Supervisor
Karyawan 3704;1000003704;Perempuan;Bogor;Marketing;Manager
Karyawan 3705;1000003705;Perempuan;Tangerang;Marketing;Senior Manager
Karyawan 3706;1000003706;Perempuan;Depok;IT;Director
Karyawan 3707;1000003707;Laki-laki;Jakarta;Operations;Director
Karyawan 3708;1000003708;Perempuan;Jakarta;HR;Staff
Karyawan 3709;1000003709;Perempuan;Tangerang;HR;Staff
Karyawan 3710;1000003710;Perempuan;Bogor;Finance;Senior Manager
Karyawan 3711;1000003711;Laki-laki;Jakarta;Marketing;Manager
Karyawan 3712;1000003712;Laki-laki;Bekasi;HR;Staff
Karyawan 3713;1000003713;Laki-laki;Jakarta;IT;Director
Karyawan 3714;1000003714;Laki-laki;Bogor;IT;Senior Manager
Karyawan 3715;1000003715;Perempuan;Depok;Operations;Manager
Karyawan 3716;1000003716;Laki-laki;Bogor;HR;Manager
Karyawan 3717;1000003717;Perempuan;Depok;Finance;Staff
Karyawan 3718;1000003718;Perempuan;Bogor;HR;Manager
Karyawan 3719;1000003719;Perempuan;Bogor;Marketing;Manager
Karyawan 3720;1000003720;Perempuan;Jakarta;HR;Manager
Karyawan 3721;1000003721;Laki-laki;Bekasi;IT;Manager
Karyawan 3722;1000003722;Laki-laki;Tangerang;Marketing;Staff
Karyawan 3723;1000003723;Perempuan;Bogor;IT;Supervisor
Karyawan 3724;1000003724;Laki-laki;Bekasi;IT;Director
Karyawan 3725;1000003725;Laki-laki;Tangerang;Marketing;Manager
Karyawan 3726;1000003726;Perempuan;Bogor;Finance;Senior Manager
Karyawan 3727;1000003727;Laki-laki;Jakarta;Operations;Supervisor
Karyawan 3728;1000003728;Perempuan;Tangerang;HR;Supervisor
Karyawan 3729;1000003729;Laki-laki;Tangerang;Marketing;Staff
Karyawan 3730;1000003730;Laki-laki;Jakarta;Operations;Director
Karyawan 3731;1000003731;Laki-laki;Tangerang;Finance;Staff
Karyawan 3732;1000003732;Perempuan;Jakarta;Finance;Director
Karyawan 3733;1000003733;Laki-laki;Depok;HR;Manager
Karyawan 3734;1000003734;Laki-laki;Bekasi;Operations;Staff
Karyawan 3735;1000003735;Laki-laki;Jakarta;HR;Manager
Karyawan 3736;1000003736;Perempuan;Depok;IT;Supervisor
Karyawan 3737;1000003737;Laki-laki;Bekasi;HR;Supervisor
Karyawan 3738;1000003738;Perempuan;Depok;Operations;Senior Manager
Karyawan 3739;1000003739;Laki-laki;Bekasi;IT;Director
Karyawan 3740;1000003740;Laki-laki;Bogor;Marketing;Manager
Karyawan 3741;1000003741;Perempuan;Jakarta;HR;Senior Manager
Karyawan 3742;1000003742;Laki-laki;Depok;Marketing;Manager
Karyawan 3743;1000003743;Laki-laki;Depok;HR;Senior Manager
Karyawan 3744;1000003744;Perempuan;Tangerang;HR;Senior Manager
Karyawan 3745;1000003745;Perempuan;Bogor;IT;Senior Manager
Karyawan 3746;1000003746;Laki-laki;Depok;Operations;Staff
Karyawan 3747;1000003747;Laki-laki;Depok;Finance;Staff
Karyawan 3748;1000003748;Laki-laki;Bogor;Marketing;Director
Karyawan 3749;1000003749;Perempuan;Bekasi;HR;Manager
Karyawan 3750;1000003750;Laki-laki;Tangerang;IT;Director
Karyawan 3751;1000003751;Perempuan;Bogor;IT;Manager
Karyawan 3752;1000003752;Laki-laki;Tangerang;Finance;Staff
Karyawan 3753;1000003753;Perempuan;Bekasi;Operations;Manager
Karyawan 3754;1000003754;Perempuan;Bogor;Marketing;Staff
Karyawan 3755;1000003755;Perempuan;Jakarta;IT;Supervisor
Karyawan 3756;1000003756;Perempuan;Bekasi;IT;Senior Manager
Karyawan 3757;1000003757;Laki-laki;Tangerang;Marketing;Director
Karyawan 3758;1000003758;Perempuan;Jakarta;IT;Supervisor
Karyawan 3759;1000003759;Perempuan;Jakarta;HR;Senior Manager
Karyawan 3760;1000003760;Laki-laki;Bogor;IT;Senior Manager
Karyawan 3761;1000003761;Perempuan;Jakarta;Finance;Director
Karyawan 3762;1000003762;Laki-laki;Depok;IT;Supervisor
Karyawan 3763;1000003763;Laki-laki;Bekasi;Operations;Staff
Karyawan 3764;1000003764;Perempuan;Jakarta;Finance;Staff
Karyawan 3765;1000003765;Perempuan;Jakarta;Finance;Director
Karyawan 3766;1000003766;Laki-laki;Jakarta;Marketing;Manager
Karyawan 3767;1000003767;Laki-laki;Bogor;Marketing;Senior Manager
Karyawan 3768;1000003768;Perempuan;Bogor;Marketing;Manager
Karyawan 3769;1000003769;Laki-laki;Jakarta;Operations;Senior Manager
Karyawan 3770;1000003770;Perempuan;Tangerang;Operations;Staff
Karyawan 3771;1000003771;Laki-laki;Bogor;Finance;Supervisor
Karyawan 3772;1000003772;Perempuan;Bogor;Marketing;Supervisor
Karyawan 3773;1000003773;Perempuan;Bogor;HR;Manager
Karyawan 3774;1000003774;Laki-laki;Bekasi;Operations;Senior Manager
Karyawan 3775;1000003775;Laki-laki;Depok;Operations;Staff
Karyawan 3776;1000003776;Laki-laki;Tangerang;Operations;Manager
Karyawan 3777;1000003777;Laki-laki;Bogor;HR;Director
Karyawan 3778;1000003778;Laki-laki;Tangerang;HR;Director
Karyawan 3779;1000003779;Perempuan;Tangerang;Marketing;Director
Karyawan 3780;1000003780;Laki-laki;Bogor;HR;Director
Karyawan 3781;1000003781;Laki-laki;Jakarta;HR;Supervisor
Karyawan 3782;1000003782;Laki-laki;Tangerang;HR;Supervisor
Karyawan 3783;1000003783;Perempuan;Jakarta;IT;Director
Karyawan 3784;1000003784;Laki-laki;Jakarta;Finance;Supervisor
Karyawan 3785;1000003785;Laki-laki;Tangerang;IT;Supervisor
Karyawan 3786;1000003786;Perempuan;Bekasi;Marketing;Director
Karyawan 3787;1000003787;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 3788;1000003788;Perempuan;Depok;Operations;Manager
Karyawan 3789;1000003789;Perempuan;Jakarta;HR;Supervisor
Karyawan 3790;1000003790;Laki-laki;Bogor;Marketing;Director
Karyawan 3791;1000003791;Perempuan;Bekasi;IT;Senior Manager
Karyawan 3792;1000003792;Laki-laki;Jakarta;Marketing;Staff
Karyawan 3793;1000003793;Laki-laki;Bogor;Finance;Supervisor
Karyawan 3794;1000003794;Laki-laki;Bogor;Finance;Manager
Karyawan 3795;1000003795;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 3796;1000003796;Perempuan;Jakarta;Marketing;Director
Karyawan 3797;1000003797;Perempuan;Bekasi;Operations;Manager
Karyawan 3798;1000003798;Perempuan;Tangerang;Operations;Manager
Karyawan 3799;1000003799;Laki-laki;Bekasi;HR;Director
Karyawan 3800;1000003800;Perempuan;Jakarta;HR;Senior Manager
Karyawan 3801;1000003801;Perempuan;Jakarta;Marketing;Manager
Karyawan 3802;1000003802;Laki-laki;Bogor;HR;Senior Manager
Karyawan 3803;1000003803;Perempuan;Depok;IT;Supervisor
Karyawan 3804;1000003804;Perempuan;Bekasi;HR;Director
Karyawan 3805;1000003805;Perempuan;Depok;HR;Senior Manager
Karyawan 3806;1000003806;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 3807;1000003807;Perempuan;Jakarta;Operations;Manager
Karyawan 3808;1000003808;Laki-laki;Depok;Operations;Director
Karyawan 3809;1000003809;Laki-laki;Bekasi;HR;Senior Manager
Karyawan 3810;1000003810;Perempuan;Depok;Operations;Senior Manager
Karyawan 3811;1000003811;Laki-laki;Depok;HR;Director
Karyawan 3812;1000003812;Laki-laki;Tangerang;HR;Senior Manager
Karyawan 3813;1000003813;Perempuan;Tangerang;IT;Supervisor
Karyawan 3814;1000003814;Laki-laki;Bogor;HR;Senior Manager
Karyawan 3815;1000003815;Laki-laki;Depok;HR;Manager
Karyawan 3816;1000003816;Perempuan;Jakarta;IT;Supervisor
Karyawan 3817;1000003817;Laki-laki;Tangerang;Operations;Director
Karyawan 3818;1000003818;Laki-laki;Tangerang;IT;Staff
Karyawan 3819;1000003819;Perempuan;Jakarta;Marketing;Director
Karyawan 3820;1000003820;Laki-laki;Depok;Marketing;Supervisor
Karyawan 3821;1000003821;Laki-laki;Bogor;Marketing;Manager
Karyawan 3822;1000003822;Perempuan;Bogor;Operations;Staff
Karyawan 3823;1000003823;Laki-laki;Depok;IT;Director
Karyawan 3824;1000003824;Perempuan;Tangerang;Finance;Staff
Karyawan 3825;1000003825;Perempuan;Bekasi;IT;Supervisor
Karyawan 3826;1000003826;Perempuan;Bogor;Marketing;Manager
Karyawan 3827;1000003827;Perempuan;Tangerang;Finance;Staff
Karyawan 3828;1000003828;Perempuan;Tangerang;Finance;Senior Manager
Karyawan 3829;1000003829;Perempuan;Depok;Operations;Director
Karyawan 3830;1000003830;Laki-laki;Bekasi;Finance;Senior Manager
Karyawan 3831;1000003831;Perempuan;Jakarta;IT;Manager
Karyawan 3832;1000003832;Perempuan;Bekasi;Marketing;Director
Karyawan 3833;1000003833;Perempuan;Bekasi;Marketing;Staff
Karyawan 3834;1000003834;Perempuan;Bogor;Finance;Supervisor
Karyawan 3835;1000003835;Perempuan;Jakarta;HR;Supervisor
Karyawan 3836;1000003836;Laki-laki;Tangerang;HR;Staff
Karyawan 3837;1000003837;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 3838;1000003838;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 3839;1000003839;Laki-laki;Tangerang;Operations;Senior Manager
Karyawan 3840;1000003840;Laki-laki;Depok;Finance;Senior Manager
Karyawan 3841;1000003841;Laki-laki;Depok;Marketing;Senior Manager
Karyawan 3842;1000003842;Laki-laki;Bogor;Marketing;Director
Karyawan 3843;1000003843;Perempuan;Bogor;HR;Staff
Karyawan 3844;1000003844;Perempuan;Jakarta;Finance;Senior Manager
Karyawan 3845;1000003845;Laki-laki;Bogor;Marketing;Staff
Karyawan 3846;1000003846;Perempuan;Bogor;Operations;Manager
Karyawan 3847;1000003847;Perempuan;Jakarta;Operations;Director
Karyawan 3848;1000003848;Laki-laki;Jakarta;Marketing;Director
Karyawan 3849;1000003849;Laki-laki;Tangerang;Marketing;Staff
Karyawan 3850;1000003850;Laki-laki;Depok;Finance;Staff
Karyawan 3851;1000003851;Perempuan;Bogor;Finance;Staff
