No;Nama;NIK;Jenis Kelamin;Alamat;Divisi;Jabatan;
5336;Karyawan 5336;1000005336;Laki-laki;Tangerang;Operations;Staff;
5337;Karyawan 5337;1000005337;Laki-laki;Depok;HR;Supervisor;
5338;Karyawan 5338;1000005338;Perempuan;Jakarta;Finance;Staff;
5339;Karyawan 5339;1000005339;Laki-laki;Bogor;IT;Manager;
5340;Karyawan 5340;1000005340;Laki-laki;Depok;Marketing;Supervisor;
5341;Karyawan 5341;1000005341;Laki-laki;Jakarta;Finance;Manager;
5342;Karyawan 5342;1000005342;Perempuan;Depok;Finance;Senior Manager;
5343;Karyawan 5343;1000005343;Perempuan;Bogor;Operations;Senior Manager;
5344;Karyawan 5344;1000005344;Perempuan;Depok;HR;Senior Manager;
5345;Karyawan 5345;1000005345;Laki-laki;Jakarta;Operations;Senior Manager;
5346;Karyawan 5346;1000005346;Perempuan;Jakarta;Operations;Staff;
5347;Karyawan 5347;1000005347;Perempuan;Depok;Finance;Manager;
5348;Karyawan 5348;1000005348;Laki-laki;Jakarta;HR;Supervisor;
5349;Karyawan 5349;1000005349;Perempuan;Bekasi;Operations;Senior Manager;
5350;Karyawan 5350;1000005350;Laki-laki;Bekasi;Operations;Director;
5351;Karyawan 5351;1000005351;Perempuan;Jakarta;Operations;Director;
5352;Karyawan 5352;1000005352;Perempuan;Depok;Operations;Manager;
5353;Karyawan 5353;1000005353;Perempuan;Bekasi;Operations;Manager;
5354;Karyawan 5354;1000005354;Perempuan;Jakarta;Finance;Staff;
5355;Karyawan 5355;1000005355;Perempuan;Tangerang;IT;Director;
5356;Karyawan 5356;1000005356;Perempuan;Tangerang;Operations;Staff;
5357;Karyawan 5357;1000005357;Laki-laki;Bogor;Marketing;Staff;
5358;Karyawan 5358;1000005358;Laki-laki;Depok;Marketing;Supervisor;
5359;Karyawan 5359;1000005359;Perempuan;Jakarta;Marketing;Senior Manager;
5360;Karyawan 5360;1000005360;Perempuan;Bekasi;HR;Supervisor;
5361;Karyawan 5361;1000005361;Perempuan;Bogor;Operations;Staff;
5362;Karyawan 5362;1000005362;Perempuan;Tangerang;IT;Manager;
5363;Karyawan 5363;1000005363;Perempuan;Tangerang;Finance;Staff;
5364;Karyawan 5364;1000005364;Perempuan;Tangerang;Finance;Senior Manager;
5365;Karyawan 5365;1000005365;Perempuan;Depok;HR;Manager;
5366;Karyawan 5366;1000005366;Perempuan;Jakarta;Finance;Manager;
5367;Karyawan 5367;1000005367;Laki-laki;Bekasi;IT;Staff;
5368;Karyawan 5368;1000005368;Laki-laki;Jakarta;Finance;Staff;
5369;Karyawan 5369;1000005369;Laki-laki;Depok;Marketing;Director;
5370;Karyawan 5370;1000005370;Perempuan;Depok;IT;Director;
5371;Karyawan 5371;1000005371;Perempuan;Depok;HR;Senior Manager;
5372;Karyawan 5372;1000005372;Perempuan;Jakarta;Operations;Manager;
5373;Karyawan 5373;1000005373;Perempuan;Tangerang;Operations;Staff;
5374;Karyawan 5374;1000005374;Laki-laki;Tangerang;IT;Director;
5375;Karyawan 5375;1000005375;Perempuan;Bekasi;IT;Staff;
5376;Karyawan 5376;1000005376;Perempuan;Depok;HR;Manager;
5377;Karyawan 5377;1000005377;Perempuan;Depok;Finance;Supervisor;
5378;Karyawan 5378;1000005378;Perempuan;Jakarta;HR;Staff;
5379;Karyawan 5379;1000005379;Laki-laki;Bekasi;IT;Senior Manager;
5380;Karyawan 5380;1000005380;Laki-laki;Bekasi;Marketing;Director;
5381;Karyawan 5381;1000005381;Laki-laki;Tangerang;Finance;Staff;
5382;Karyawan 5382;1000005382;Laki-laki;Bekasi;Finance;Senior Manager;
5383;Karyawan 5383;1000005383;Perempuan;Depok;HR;Senior Manager;
5384;Karyawan 5384;1000005384;Laki-laki;Depok;IT;Supervisor;
5385;Karyawan 5385;1000005385;Perempuan;Bogor;HR;Staff;
5386;Karyawan 5386;1000005386;Perempuan;Bogor;HR;Staff;
5387;Karyawan 5387;1000005387;Laki-laki;Depok;IT;Senior Manager;
5388;Karyawan 5388;1000005388;Perempuan;Depok;IT;Manager;
5389;Karyawan 5389;1000005389;Perempuan;Bogor;Finance;Director;
5390;Karyawan 5390;1000005390;Perempuan;Depok;Marketing;Director;
5391;Karyawan 5391;1000005391;Laki-laki;Bekasi;Operations;Senior Manager;
5392;Karyawan 5392;1000005392;Laki-laki;Bogor;Finance;Supervisor;
5393;Karyawan 5393;1000005393;Laki-laki;Bogor;HR;Staff;
5394;Karyawan 5394;1000005394;Laki-laki;Jakarta;Operations;Staff;
5395;Karyawan 5395;1000005395;Perempuan;Bekasi;IT;Manager;
5396;Karyawan 5396;1000005396;Laki-laki;Tangerang;IT;Supervisor;
5397;Karyawan 5397;1000005397;Perempuan;Bogor;Marketing;Staff;
5398;Karyawan 5398;1000005398;Perempuan;Tangerang;IT;Supervisor;
5399;Karyawan 5399;1000005399;Laki-laki;Bogor;IT;Manager;
5400;Karyawan 5400;1000005400;Laki-laki;Bekasi;Operations;Senior Manager;
5401;Karyawan 5401;1000005401;Laki-laki;Tangerang;HR;Director;
5402;Karyawan 5402;1000005402;Perempuan;Tangerang;Marketing;Staff;
5403;Karyawan 5403;1000005403;Perempuan;Bekasi;IT;Director;
5404;Karyawan 5404;1000005404;Laki-laki;Bogor;Finance;Director;
5405;Karyawan 5405;1000005405;Laki-laki;Depok;Operations;Supervisor;
5406;Karyawan 5406;1000005406;Perempuan;Bogor;Operations;Director;
5407;Karyawan 5407;1000005407;Perempuan;Depok;Operations;Manager;
5408;Karyawan 5408;1000005408;Laki-laki;Bekasi;Finance;Staff;
5409;Karyawan 5409;1000005409;Perempuan;Bogor;Finance;Director;
5410;Karyawan 5410;1000005410;Perempuan;Depok;Operations;Director;
5411;Karyawan 5411;1000005411;Perempuan;Tangerang;Marketing;Senior Manager;
5412;Karyawan 5412;1000005412;Laki-laki;Depok;Finance;Supervisor;
5413;Karyawan 5413;1000005413;Laki-laki;Bekasi;Marketing;Director;
5414;Karyawan 5414;1000005414;Perempuan;Depok;Marketing;Supervisor;
5415;Karyawan 5415;1000005415;Laki-laki;Depok;Marketing;Manager;
5416;Karyawan 5416;1000005416;Perempuan;Bogor;Marketing;Supervisor;
5417;Karyawan 5417;1000005417;Perempuan;Jakarta;HR;Staff;
5418;Karyawan 5418;1000005418;Perempuan;Bekasi;Operations;Supervisor;
5419;Karyawan 5419;1000005419;Perempuan;Bekasi;Operations;Senior Manager;
5420;Karyawan 5420;1000005420;Laki-laki;Tangerang;Operations;Supervisor;
5421;Karyawan 5421;1000005421;Perempuan;Jakarta;HR;Manager;
5422;Karyawan 5422;1000005422;Laki-laki;Bekasi;Finance;Senior Manager;
5423;Karyawan 5423;1000005423;Perempuan;Jakarta;Marketing;Senior Manager;
5424;Karyawan 5424;1000005424;Laki-laki;Bogor;Finance;Senior Manager;
5425;Karyawan 5425;1000005425;Laki-laki;Depok;IT;Manager;
5426;Karyawan 5426;1000005426;Perempuan;Tangerang;Operations;Senior Manager;
5427;Karyawan 5427;1000005427;Perempuan;Jakarta;IT;Senior Manager;
5428;Karyawan 5428;1000005428;Perempuan;Tangerang;Marketing;Supervisor;
5429;Karyawan 5429;1000005429;Perempuan;Tangerang;HR;Manager;
5430;Karyawan 5430;1000005430;Laki-laki;Bekasi;HR;Manager;
5431;Karyawan 5431;1000005431;Perempuan;Bekasi;Marketing;Staff;
5432;Karyawan 5432;1000005432;Perempuan;Depok;Operations;Manager;
5433;Karyawan 5433;1000005433;Perempuan;Depok;Finance;Director;
5434;Karyawan 5434;1000005434;Perempuan;Bogor;IT;Supervisor;
5435;Karyawan 5435;1000005435;Laki-laki;Bekasi;Finance;Director;
5436;Karyawan 5436;1000005436;Laki-laki;Bekasi;HR;Supervisor;
5437;Karyawan 5437;1000005437;Perempuan;Depok;Operations;Supervisor;
5438;Karyawan 5438;1000005438;Perempuan;Jakarta;Marketing;Director;
5439;Karyawan 5439;1000005439;Laki-laki;Bekasi;Finance;Manager;
5440;Karyawan 5440;1000005440;Perempuan;Bekasi;IT;Supervisor;
5441;Karyawan 5441;1000005441;Laki-laki;Bogor;IT;Director;
5442;Karyawan 5442;1000005442;Laki-laki;Tangerang;Operations;Manager;
5443;Karyawan 5443;1000005443;Perempuan;Tangerang;IT;Supervisor;
5444;Karyawan 5444;1000005444;Perempuan;Jakarta;Operations;Senior Manager;
5445;Karyawan 5445;1000005445;Perempuan;Jakarta;Finance;Supervisor;
5446;Karyawan 5446;1000005446;Perempuan;Depok;Marketing;Manager;
5447;Karyawan 5447;1000005447;Perempuan;Bekasi;Marketing;Director;
5448;Karyawan 5448;1000005448;Laki-laki;Depok;HR;Director;
5449;Karyawan 5449;1000005449;Laki-laki;Bekasi;Finance;Supervisor;
5450;Karyawan 5450;1000005450;Perempuan;Depok;HR;Staff;
5451;Karyawan 5451;1000005451;Perempuan;Bogor;Marketing;Staff;
5452;Karyawan 5452;1000005452;Laki-laki;Bekasi;Marketing;Senior Manager;
5453;Karyawan 5453;1000005453;Laki-laki;Depok;Marketing;Senior Manager;
5454;Karyawan 5454;1000005454;Laki-laki;Tangerang;Operations;Director;
5455;Karyawan 5455;1000005455;Perempuan;Bogor;IT;Staff;
5456;Karyawan 5456;1000005456;Laki-laki;Depok;IT;Director;
5457;Karyawan 5457;1000005457;Perempuan;Jakarta;Marketing;Supervisor;
5458;Karyawan 5458;1000005458;Perempuan;Bekasi;Operations;Supervisor;
5459;Karyawan 5459;1000005459;Perempuan;Bogor;Operations;Manager;
5460;Karyawan 5460;1000005460;Perempuan;Tangerang;Marketing;Manager;
5461;Karyawan 5461;1000005461;Perempuan;Bogor;Finance;Manager;
5462;Karyawan 5462;1000005462;Laki-laki;Bekasi;HR;Senior Manager;
5463;Karyawan 5463;1000005463;Perempuan;Bogor;IT;Senior Manager;
5464;Karyawan 5464;1000005464;Laki-laki;Depok;IT;Senior Manager;
5465;Karyawan 5465;1000005465;Laki-laki;Bogor;HR;Supervisor;
5466;Karyawan 5466;1000005466;Perempuan;Depok;Finance;Supervisor;
5467;Karyawan 5467;1000005467;Laki-laki;Bogor;Finance;Staff;
5468;Karyawan 5468;1000005468;Laki-laki;Depok;IT;Manager;
5469;Karyawan 5469;1000005469;Laki-laki;Depok;IT;Staff;
5470;Karyawan 5470;1000005470;Perempuan;Bekasi;IT;Senior Manager;
5471;Karyawan 5471;1000005471;Perempuan;Bekasi;IT;Senior Manager;
5472;Karyawan 5472;1000005472;Laki-laki;Bogor;Finance;Manager;
5473;Karyawan 5473;1000005473;Laki-laki;Tangerang;Finance;Manager;
5474;Karyawan 5474;1000005474;Laki-laki;Bekasi;Operations;Senior Manager;
5475;Karyawan 5475;1000005475;Laki-laki;Depok;Finance;Staff;
5476;Karyawan 5476;1000005476;Laki-laki;Bogor;IT;Staff;
5477;Karyawan 5477;1000005477;Perempuan;Jakarta;Marketing;Director;
5478;Karyawan 5478;1000005478;Laki-laki;Bekasi;Finance;Senior Manager;
5479;Karyawan 5479;1000005479;Laki-laki;Bekasi;Finance;Staff;
5480;Karyawan 5480;1000005480;Perempuan;Bekasi;Operations;Supervisor;
5481;Karyawan 5481;1000005481;Laki-laki;Bogor;Marketing;Director;
5482;Karyawan 5482;1000005482;Laki-laki;Bekasi;IT;Staff;
5483;Karyawan 5483;1000005483;Perempuan;Depok;IT;Manager;
5484;Karyawan 5484;1000005484;Laki-laki;Bekasi;IT;Senior Manager;
5485;Karyawan 5485;1000005485;Perempuan;Bogor;Operations;Staff;
5486;Karyawan 5486;1000005486;Perempuan;Depok;Marketing;Staff;
5487;Karyawan 5487;1000005487;Laki-laki;Bekasi;HR;Manager;
5488;Karyawan 5488;1000005488;Laki-laki;Depok;Operations;Director;
5489;Karyawan 5489;1000005489;Perempuan;Depok;HR;Director;
5490;Karyawan 5490;1000005490;Laki-laki;Bogor;Finance;Director;
5491;Karyawan 5491;1000005491;Perempuan;Bogor;Finance;Senior Manager;
5492;Karyawan 5492;1000005492;Perempuan;Tangerang;IT;Director;
5493;Karyawan 5493;1000005493;Perempuan;Tangerang;Marketing;Senior Manager;
5494;Karyawan 5494;1000005494;Laki-laki;Depok;HR;Manager;
5495;Karyawan 5495;1000005495;Laki-laki;Jakarta;HR;Supervisor;
5496;Karyawan 5496;1000005496;Perempuan;Jakarta;HR;Senior Manager;
5497;Karyawan 5497;1000005497;Perempuan;Bogor;Operations;Senior Manager;
5498;Karyawan 5498;1000005498;Perempuan;Depok;Finance;Manager;
5499;Karyawan 5499;1000005499;Laki-laki;Bekasi;IT;Supervisor;
5500;Karyawan 5500;1000005500;Laki-laki;Tangerang;HR;Director;
5501;Karyawan 5501;1000005501;Perempuan;Tangerang;IT;Supervisor;
5502;Karyawan 5502;1000005502;Laki-laki;Tangerang;Finance;Senior Manager;
5503;Karyawan 5503;1000005503;Perempuan;Bekasi;HR;Senior Manager;
5504;Karyawan 5504;1000005504;Laki-laki;Depok;Finance;Senior Manager;
5505;Karyawan 5505;1000005505;Perempuan;Jakarta;Operations;Manager;
5506;Karyawan 5506;1000005506;Laki-laki;Jakarta;HR;Supervisor;
5507;Karyawan 5507;1000005507;Perempuan;Tangerang;IT;Supervisor;
5508;Karyawan 5508;1000005508;Laki-laki;Jakarta;Finance;Senior Manager;
5509;Karyawan 5509;1000005509;Laki-laki;Tangerang;Marketing;Director;
5510;Karyawan 5510;1000005510;Laki-laki;Depok;HR;Director;
5511;Karyawan 5511;1000005511;Perempuan;Bekasi;Operations;Staff;
5512;Karyawan 5512;1000005512;Laki-laki;Bekasi;Marketing;Manager;
5513;Karyawan 5513;1000005513;Laki-laki;Tangerang;Marketing;Manager;
5514;Karyawan 5514;1000005514;Laki-laki;Bekasi;IT;Staff;
5515;Karyawan 5515;1000005515;Laki-laki;Depok;Operations;Staff;
5516;Karyawan 5516;1000005516;Laki-laki;Bogor;Operations;Staff;
5517;Karyawan 5517;1000005517;Laki-laki;Bogor;HR;Director;
5518;Karyawan 5518;1000005518;Laki-laki;Bekasi;Marketing;Staff;
5519;Karyawan 5519;1000005519;Laki-laki;Bogor;Finance;Supervisor;
5520;Karyawan 5520;1000005520;Laki-laki;Tangerang;Marketing;Director;
5521;Karyawan 5521;1000005521;Laki-laki;Depok;Operations;Director;
5522;Karyawan 5522;1000005522;Perempuan;Bekasi;HR;Supervisor;
5523;Karyawan 5523;1000005523;Perempuan;Bogor;Finance;Manager;
5524;Karyawan 5524;1000005524;Laki-laki;Jakarta;HR;Staff;
5525;Karyawan 5525;1000005525;Perempuan;Jakarta;Marketing;Supervisor;
5526;Karyawan 5526;1000005526;Perempuan;Depok;Finance;Senior Manager;
5527;Karyawan 5527;1000005527;Perempuan;Tangerang;IT;Supervisor;
5528;Karyawan 5528;1000005528;Laki-laki;Depok;IT;Manager;
5529;Karyawan 5529;1000005529;Laki-laki;Jakarta;HR;Supervisor;
5530;Karyawan 5530;1000005530;Laki-laki;Bekasi;HR;Supervisor;
5531;Karyawan 5531;1000005531;Laki-laki;Bogor;Finance;Supervisor;
5532;Karyawan 5532;1000005532;Laki-laki;Tangerang;Operations;Supervisor;
5533;Karyawan 5533;1000005533;Laki-laki;Bekasi;Finance;Senior Manager;
5534;Karyawan 5534;1000005534;Laki-laki;Depok;Finance;Manager;
5535;Karyawan 5535;1000005535;Perempuan;Depok;Finance;Senior Manager;
5536;Karyawan 5536;1000005536;Perempuan;Bekasi;Finance;Supervisor;
5537;Karyawan 5537;1000005537;Perempuan;Depok;HR;Manager;
5538;Karyawan 5538;1000005538;Perempuan;Bogor;Finance;Supervisor;
5539;Karyawan 5539;1000005539;Perempuan;Jakarta;HR;Staff;
5540;Karyawan 5540;1000005540;Laki-laki;Bogor;Marketing;Director;
5541;Karyawan 5541;1000005541;Laki-laki;Depok;Marketing;Director;
5542;Karyawan 5542;1000005542;Laki-laki;Depok;IT;Director;
5543;Karyawan 5543;1000005543;Laki-laki;Jakarta;HR;Manager;
5544;Karyawan 5544;1000005544;Perempuan;Bogor;Operations;Senior Manager;
5545;Karyawan 5545;1000005545;Perempuan;Bogor;IT;Senior Manager;
5546;Karyawan 5546;1000005546;Perempuan;Bogor;Finance;Manager;
5547;Karyawan 5547;1000005547;Laki-laki;Jakarta;HR;Manager;
5548;Karyawan 5548;1000005548;Laki-laki;Depok;HR;Supervisor;
5549;Karyawan 5549;1000005549;Laki-laki;Bogor;Finance;Supervisor;
5550;Karyawan 5550;1000005550;Laki-laki;Bekasi;IT;Staff;
5551;Karyawan 5551;1000005551;Perempuan;Bogor;Operations;Manager;
5552;Karyawan 5552;1000005552;Laki-laki;Jakarta;IT;Manager;
5553;Karyawan 5553;1000005553;Laki-laki;Depok;IT;Supervisor;
5554;Karyawan 5554;1000005554;Laki-laki;Jakarta;IT;Supervisor;
5555;Karyawan 5555;1000005555;Laki-laki;Bogor;Operations;Supervisor;
5556;Karyawan 5556;1000005556;Laki-laki;Depok;IT;Director;
5557;Karyawan 5557;1000005557;Perempuan;Depok;IT;Senior Manager;
5558;Karyawan 5558;1000005558;Laki-laki;Bogor;Operations;Senior Manager;
5559;Karyawan 5559;1000005559;Laki-laki;Tangerang;Operations;Staff;
5560;Karyawan 5560;1000005560;Laki-laki;Bekasi;Operations;Staff;
5561;Karyawan 5561;1000005561;Laki-laki;Depok;Operations;Staff;
5562;Karyawan 5562;1000005562;Laki-laki;Tangerang;Marketing;Manager;
5563;Karyawan 5563;1000005563;Perempuan;Bogor;Finance;Director;
5564;Karyawan 5564;1000005564;Perempuan;Jakarta;Operations;Director;
5565;Karyawan 5565;1000005565;Perempuan;Jakarta;Finance;Senior Manager;
5566;Karyawan 5566;1000005566;Laki-laki;Bogor;Operations;Director;
5567;Karyawan 5567;1000005567;Laki-laki;Tangerang;HR;Manager;
5568;Karyawan 5568;1000005568;Perempuan;Bogor;HR;Staff;
5569;Karyawan 5569;1000005569;Laki-laki;Depok;Operations;Staff;
5570;Karyawan 5570;1000005570;Laki-laki;Bekasi;Finance;Director;
5571;Karyawan 5571;1000005571;Perempuan;Depok;IT;Staff;
5572;Karyawan 5572;1000005572;Perempuan;Bekasi;HR;Director;
5573;Karyawan 5573;1000005573;Laki-laki;Jakarta;IT;Supervisor;
5574;Karyawan 5574;1000005574;Perempuan;Tangerang;HR;Director;
5575;Karyawan 5575;1000005575;Laki-laki;Bogor;Operations;Senior Manager;
5576;Karyawan 5576;1000005576;Perempuan;Jakarta;IT;Staff;
5577;Karyawan 5577;1000005577;Perempuan;Depok;Finance;Manager;
5578;Karyawan 5578;1000005578;Perempuan;Depok;IT;Staff;
5579;Karyawan 5579;1000005579;Perempuan;Bekasi;IT;Manager;
5580;Karyawan 5580;1000005580;Perempuan;Bekasi;Operations;Staff;
5581;Karyawan 5581;1000005581;Laki-laki;Depok;Marketing;Staff;
5582;Karyawan 5582;1000005582;Laki-laki;Bogor;Operations;Director;
5583;Karyawan 5583;1000005583;Perempuan;Bogor;Finance;Senior Manager;
5584;Karyawan 5584;1000005584;Laki-laki;Depok;HR;Director;
5585;Karyawan 5585;1000005585;Perempuan;Tangerang;HR;Director;
5586;Karyawan 5586;1000005586;Perempuan;Bogor;Operations;Manager;
5587;Karyawan 5587;1000005587;Perempuan;Depok;Operations;Supervisor;
5588;Karyawan 5588;1000005588;Laki-laki;Jakarta;Finance;Supervisor;
5589;Karyawan 5589;1000005589;Laki-laki;Jakarta;HR;Manager;
5590;Karyawan 5590;1000005590;Perempuan;Jakarta;IT;Director;
5591;Karyawan 5591;1000005591;Laki-laki;Bekasi;Finance;Supervisor;
5592;Karyawan 5592;1000005592;Laki-laki;Jakarta;HR;Staff;
5593;Karyawan 5593;1000005593;Perempuan;Depok;Finance;Staff;
5594;Karyawan 5594;1000005594;Perempuan;Depok;Marketing;Senior Manager;
5595;Karyawan 5595;1000005595;Perempuan;Jakarta;HR;Director;
5596;Karyawan 5596;1000005596;Laki-laki;Jakarta;Operations;Staff;
5597;Karyawan 5597;1000005597;Perempuan;Bogor;HR;Senior Manager;
5598;Karyawan 5598;1000005598;Laki-laki;Tangerang;HR;Manager;
5599;Karyawan 5599;1000005599;Laki-laki;Bogor;Marketing;Staff;
5600;Karyawan 5600;1000005600;Perempuan;Bekasi;IT;Staff;
5601;Karyawan 5601;1000005601;Laki-laki;Depok;IT;Staff;
5602;Karyawan 5602;1000005602;Perempuan;Jakarta;Finance;Director;
5603;Karyawan 5603;1000005603;Perempuan;Depok;Finance;Senior Manager;
5604;Karyawan 5604;1000005604;Laki-laki;Jakarta;Marketing;Supervisor;
5605;Karyawan 5605;1000005605;Perempuan;Tangerang;HR;Manager;
5606;Karyawan 5606;1000005606;Laki-laki;Depok;HR;Director;
5607;Karyawan 5607;1000005607;Laki-laki;Bogor;IT;Supervisor;
5608;Karyawan 5608;1000005608;Laki-laki;Depok;Operations;Supervisor;
5609;Karyawan 5609;1000005609;Laki-laki;Bekasi;Marketing;Supervisor;
5610;Karyawan 5610;1000005610;Laki-laki;Depok;Finance;Director;
5611;Karyawan 5611;1000005611;Laki-laki;Jakarta;Operations;Staff;
5612;Karyawan 5612;1000005612;Perempuan;Depok;IT;Manager;
5613;Karyawan 5613;1000005613;Perempuan;Tangerang;Finance;Senior Manager;
5614;Karyawan 5614;1000005614;Laki-laki;Bekasi;HR;Director;
5615;Karyawan 5615;1000005615;Laki-laki;Jakarta;HR;Director;
5616;Karyawan 5616;1000005616;Laki-laki;Jakarta;Marketing;Director;
5617;Karyawan 5617;1000005617;Perempuan;Bogor;Operations;Staff;
5618;Karyawan 5618;1000005618;Perempuan;Jakarta;Finance;Supervisor;
5619;Karyawan 5619;1000005619;Laki-laki;Jakarta;Marketing;Senior Manager;
5620;Karyawan 5620;1000005620;Perempuan;Jakarta;Marketing;Senior Manager;
5621;Karyawan 5621;1000005621;Perempuan;Tangerang;IT;Supervisor;
5622;Karyawan 5622;1000005622;Perempuan;Bekasi;Marketing;Director;
5623;Karyawan 5623;1000005623;Perempuan;Bogor;Marketing;Director;
5624;Karyawan 5624;1000005624;Perempuan;Jakarta;Marketing;Director;
5625;Karyawan 5625;1000005625;Perempuan;Jakarta;Marketing;Supervisor;
5626;Karyawan 5626;1000005626;Perempuan;Depok;Finance;Staff;
5627;Karyawan 5627;1000005627;Laki-laki;Tangerang;Operations;Staff;
5628;Karyawan 5628;1000005628;Perempuan;Jakarta;HR;Staff;
5629;Karyawan 5629;1000005629;Perempuan;Tangerang;Operations;Manager;
5630;Karyawan 5630;1000005630;Laki-laki;Bekasi;Marketing;Manager;
5631;Karyawan 5631;1000005631;Perempuan;Bogor;Marketing;Manager;
5632;Karyawan 5632;1000005632;Perempuan;Bekasi;Finance;Staff;
5633;Karyawan 5633;1000005633;Laki-laki;Bekasi;Operations;Director;
5634;Karyawan 5634;1000005634;Perempuan;Bogor;Marketing;Staff;
5635;Karyawan 5635;1000005635;Laki-laki;Jakarta;HR;Manager;
5636;Karyawan 5636;1000005636;Perempuan;Jakarta;HR;Manager;
5637;Karyawan 5637;1000005637;Laki-laki;Depok;Operations;Senior Manager;
5638;Karyawan 5638;1000005638;Perempuan;Jakarta;Marketing;Supervisor;
5639;Karyawan 5639;1000005639;Perempuan;Jakarta;Finance;Director;
5640;Karyawan 5640;1000005640;Laki-laki;Tangerang;IT;Manager;
5641;Karyawan 5641;1000005641;Laki-laki;Bogor;IT;Manager;
5642;Karyawan 5642;1000005642;Perempuan;Tangerang;IT;Staff;
5643;Karyawan 5643;1000005643;Laki-laki;Depok;IT;Manager;
5644;Karyawan 5644;1000005644;Perempuan;Bekasi;IT;Manager;
5645;Karyawan 5645;1000005645;Laki-laki;Depok;IT;Staff;
5646;Karyawan 5646;1000005646;Laki-laki;Bekasi;Finance;Supervisor;
5647;Karyawan 5647;1000005647;Perempuan;Bekasi;Finance;Staff;
5648;Karyawan 5648;1000005648;Laki-laki;Jakarta;Finance;Staff;
5649;Karyawan 5649;1000005649;Laki-laki;Bogor;Finance;Supervisor;
5650;Karyawan 5650;1000005650;Laki-laki;Depok;IT;Director;
5651;Karyawan 5651;1000005651;Perempuan;Bekasi;IT;Manager;
5652;Karyawan 5652;1000005652;Perempuan;Depok;Operations;Supervisor;
5653;Karyawan 5653;1000005653;Perempuan;Jakarta;HR;Director;
5654;Karyawan 5654;1000005654;Perempuan;Bogor;Marketing;Director;
5655;Karyawan 5655;1000005655;Perempuan;Bekasi;Finance;Senior Manager;
5656;Karyawan 5656;1000005656;Perempuan;Bogor;HR;Staff;
5657;Karyawan 5657;1000005657;Laki-laki;Bekasi;IT;Supervisor;
5658;Karyawan 5658;1000005658;Perempuan;Tangerang;Marketing;Senior Manager;
5659;Karyawan 5659;1000005659;Laki-laki;Bekasi;IT;Supervisor;
5660;Karyawan 5660;1000005660;Laki-laki;Bogor;HR;Director;
5661;Karyawan 5661;1000005661;Laki-laki;Jakarta;Marketing;Supervisor;
5662;Karyawan 5662;1000005662;Laki-laki;Jakarta;Finance;Staff;
5663;Karyawan 5663;1000005663;Perempuan;Bogor;IT;Staff;
5664;Karyawan 5664;1000005664;Laki-laki;Jakarta;IT;Staff;
5665;Karyawan 5665;1000005665;Perempuan;Depok;Finance;Manager;
5666;Karyawan 5666;1000005666;Laki-laki;Bogor;Operations;Senior Manager;
5667;Karyawan 5667;1000005667;Perempuan;Bogor;IT;Supervisor;
